locus,erv.assigned
RETROSEQ_chr9:13800403-13800515,cPa142
RETROSEQ_chr9:13902414-13902514,cPa220
RETROSEQ_chr9:14059585-14059685,cPa529
RETROSEQ_chr9:1412636-1412826,cPa228
RETROSEQ_chr9:1412843-1412943,cPa260
RETROSEQ_chr9:1418069-1418185,cPa260
RETROSEQ_chr9:1418189-1418479,cPa260
RETROSEQ_chr9:1423706-1423806,cPa150
RETROSEQ_chr9:14368382-14368482,cPa71
RETROSEQ_chr9:14516898-14516998,cPa264
RETROSEQ_chr9:14518095-14518195,cPa443
RETROSEQ_chr9:14518270-14518453,cPa264
RETROSEQ_chr9:14518542-14518642,cPa443
RETROSEQ_chr9:14521130-14521230,cPa15
RETROSEQ_chr9:14761993-14762093,cPa333
RETROSEQ_chr9:14832589-14832689,WDSV_NC001867
RETROSEQ_chr9:15014088-15014188,cPa220
RETROSEQ_chr9:15168198-15168298,cPa452
RETROSEQ_chr9:15199406-15199519,cPa140
RETROSEQ_chr9:15199522-15199622,cPa248
RETROSEQ_chr9:1525952-1526052,cPa205
RETROSEQ_chr9:1526132-1526232,cPa61
RETROSEQ_chr9:15300658-15301038,cPa452
RETROSEQ_chr9:15377911-15378015,cPa363
RETROSEQ_chr9:15405830-15405930,cPa199
RETROSEQ_chr9:15475624-15475724,cPa391
RETROSEQ_chr9:15503454-15503554,cPa363
RETROSEQ_chr9:1559972-1560166,cPa260
RETROSEQ_chr9:15828938-15829060,cPa529
RETROSEQ_chr9:15849306-15849406,cPa14
RETROSEQ_chr9:1588175-1588589,cPa260
RETROSEQ_chr9:15990998-15991117,cPa391
RETROSEQ_chr9:16210052-16210152,cPa220
RETROSEQ_chr9:16256495-16256599,cPa224
RETROSEQ_chr9:1627125-1627231,SIV_NC001870
RETROSEQ_chr9:16403685-16403785,cPa358
RETROSEQ_chr9:16662834-16662971,cPa391
RETROSEQ_chr9:16714483-16714588,cPa248
RETROSEQ_chr9:16762507-16762607,cPa273
RETROSEQ_chr9:17035217-17035317,cPa140
RETROSEQ_chr9:17035443-17035544,cPa140
RETROSEQ_chr9:17081242-17081342,cPa140
RETROSEQ_chr9:17155256-17155389,HML1a_repbase_HERV_K14CI_LTR14C
RETROSEQ_chr9:17232234-17232334,cPa391
RETROSEQ_chr9:17232341-17232444,cPa391
RETROSEQ_chr9:17294220-17294375,cPa353
RETROSEQ_chr9:1734724-1734885,HIV1_NC001802
RETROSEQ_chr9:1749926-1750026,HIV1_NC001802
RETROSEQ_chr9:17523161-17523298,cPa140
RETROSEQ_chr9:17680975-17681201,cPa248
RETROSEQ_chr9:1772554-1772674,cPa199
RETROSEQ_chr9:17857251-17857351,cPa452
RETROSEQ_chr9:17982560-17982678,cPa452
RETROSEQ_chr9:18084854-18084954,cPa391
RETROSEQ_chr9:18085044-18085190,cPa140
RETROSEQ_chr9:1812507-1812607,HIV1_NC001802
RETROSEQ_chr9:18154126-18154243,cPa452
RETROSEQ_chr9:18189156-18189367,cPa140
RETROSEQ_chr9:1820968-1821068,HIV1_NC001802
RETROSEQ_chr9:18256753-18256853,cPa248
RETROSEQ_chr9:18279829-18279968,cPa109
RETROSEQ_chr9:18306195-18306295,cPa109
RETROSEQ_chr9:183081-183181,FeFV_NC001871|VISNA_S55323
RETROSEQ_chr9:18341079-18341197,cPa140
RETROSEQ_chr9:18372718-18372826,cPa447
RETROSEQ_chr9:1844673-1844773,VISNA_S55323
RETROSEQ_chr9:18670777-18670889,cPa391
RETROSEQ_chr9:18672243-18672505,cPa452
RETROSEQ_chr9:18676990-18677090,cPa391
RETROSEQ_chr9:1869222-1869322,VISNA_S55323
RETROSEQ_chr9:18717487-18717595,cPa391
RETROSEQ_chr9:19003056-19003156,cPa163
RETROSEQ_chr9:1901504-1901609,cPa308
RETROSEQ_chr9:19183827-19183927,cPa140
RETROSEQ_chr9:19287539-19287639,cPa163
RETROSEQ_chr9:1932088-1932204,cPa308
RETROSEQ_chr9:1941301-1941401,cPa157
RETROSEQ_chr9:19475216-19475316,cPa248
RETROSEQ_chr9:19593351-19593458,cPa248
RETROSEQ_chr9:19681573-19681673,cPa381
RETROSEQ_chr9:19681675-19681881,cPa381
RETROSEQ_chr9:19906542-19906642,cPa140
RETROSEQ_chr9:19953519-19953619,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr9:19953675-19953797,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr9:19982491-19982591,cPa273
RETROSEQ_chr9:19990031-19990131,cPa260
RETROSEQ_chr9:19990702-19990802,cPa542
RETROSEQ_chr9:20033655-20033755,cPa194
RETROSEQ_chr9:20033881-20033981,cPa194
RETROSEQ_chr9:20034163-20034362,cPa194
RETROSEQ_chr9:20034416-20034516,cPa194
RETROSEQ_chr9:20067071-20067171,VISNA_S55323
RETROSEQ_chr9:20105686-20105795,cPa199
RETROSEQ_chr9:20135589-20135689,cPa260|cPa500
RETROSEQ_chr9:20154739-20154843,cPa450
RETROSEQ_chr9:20218729-20218829,cPa541
RETROSEQ_chr9:20228209-20228309,cPa391
RETROSEQ_chr9:20277846-20278226,cPa450
RETROSEQ_chr9:20290659-20290767,cPa248
RETROSEQ_chr9:202916-203016,HERVHcons
RETROSEQ_chr9:20313260-20313360,PERVE_NC003059
RETROSEQ_chr9:20377284-20377384,cPa542
RETROSEQ_chr9:20377447-20377648,cPa199
RETROSEQ_chr9:20380508-20380608,cPa140
RETROSEQ_chr9:20380696-20380797,cPa140
RETROSEQ_chr9:2039696-2039893,PERVC_HM159246
RETROSEQ_chr9:20505379-20505486,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr9:20523087-20523187,cPa194
RETROSEQ_chr9:20561433-20561533,cPa227
RETROSEQ_chr9:20561569-20561728,cPa199|cPa227
RETROSEQ_chr9:20585884-20585984,cPa140
RETROSEQ_chr9:20676089-20676189,cPa353
RETROSEQ_chr9:2070537-2070682,HIV1_NC001802
RETROSEQ_chr9:20708986-20709103,cPa220
RETROSEQ_chr9:20728844-20728944,cPa333
RETROSEQ_chr9:2074597-2074697,cPa543
RETROSEQ_chr9:20814922-20815066,cPa199
RETROSEQ_chr9:20821238-20821597,cPa379
RETROSEQ_chr9:20821629-20821733,cPa183
RETROSEQ_chr9:20836436-20836536,cPa450
RETROSEQ_chr9:20841565-20841665,cPa248
RETROSEQ_chr9:20841831-20841931,cPa264
RETROSEQ_chr9:20846987-20847158,cPa199
RETROSEQ_chr9:20847312-20847427,cPa199
RETROSEQ_chr9:20879073-20879173,WDSV_NC001867
RETROSEQ_chr9:20879201-20879382,WDSV_NC001867
RETROSEQ_chr9:20913938-20914227,cPa450
RETROSEQ_chr9:20923059-20923161,HFV_NC001736
RETROSEQ_chr9:20923514-20923614,cPa199
RETROSEQ_chr9:20928681-20928935,cPa140
RETROSEQ_chr9:20929266-20929366,cPa140
RETROSEQ_chr9:2094979-2095215,cPa273
RETROSEQ_chr9:20997774-20997874,cPa452
RETROSEQ_chr9:20999953-21000358,cPa194
RETROSEQ_chr9:21000508-21000608,cPa194
RETROSEQ_chr9:21010480-21010904,cPa194
RETROSEQ_chr9:21011234-21011334,cPa194
RETROSEQ_chr9:21083435-21083535,cPa140
RETROSEQ_chr9:21092576-21092676,cPa194
RETROSEQ_chr9:21092844-21092993,cPa194
RETROSEQ_chr9:21099804-21100082,cPa194
RETROSEQ_chr9:21100486-21100586,cPa199
RETROSEQ_chr9:21110148-21110516,cPa194
RETROSEQ_chr9:21127314-21127635,cPa194
RETROSEQ_chr9:21127639-21127947,cPa194
RETROSEQ_chr9:21132978-21133319,cPa199
RETROSEQ_chr9:21133367-21133467,cPa542
RETROSEQ_chr9:21159867-21160103,cPa140
RETROSEQ_chr9:21249640-21249740,cPa194
RETROSEQ_chr9:21249749-21249849,cPa194
RETROSEQ_chr9:21249907-21250007,cPa194
RETROSEQ_chr9:2129231-2129453,HIV1_NC001802
RETROSEQ_chr9:21332963-21333063,cPa140
RETROSEQ_chr9:21346870-21346988,cPa163
RETROSEQ_chr9:2136324-2136457,cPa173
RETROSEQ_chr9:21412021-21412121,cPa140
RETROSEQ_chr9:2145525-2145625,cPa157
RETROSEQ_chr9:2145640-2145765,cPa157
RETROSEQ_chr9:21456567-21456699,cPa199
RETROSEQ_chr9:2147649-2147749,cPa273
RETROSEQ_chr9:21490561-21490922,PERV_AJ293656
RETROSEQ_chr9:2150117-2150234,cPa452
RETROSEQ_chr9:21727714-21728195,cPa199
RETROSEQ_chr9:21786795-21787014,cPa450
RETROSEQ_chr9:21810681-21810858,cPa358
RETROSEQ_chr9:21810868-21811031,cPa583
RETROSEQ_chr9:21830454-21830824,cPa450
RETROSEQ_chr9:21830864-21830964,cPa199|cPa450
RETROSEQ_chr9:21853830-21854138,cPa194
RETROSEQ_chr9:21854205-21854305,cPa194
RETROSEQ_chr9:21860697-21860797,cPa529
RETROSEQ_chr9:21894471-21894620,cPa472
RETROSEQ_chr9:21936934-21937155,cPa446
RETROSEQ_chr9:21947260-21947360,cPa450
RETROSEQ_chr9:21947536-21947636,cPa450
RETROSEQ_chr9:21971199-21971299,cPa308
RETROSEQ_chr9:22002453-22002553,cPa183
RETROSEQ_chr9:22002839-22003076,cPa183
RETROSEQ_chr9:22010346-22010446,cPa15
RETROSEQ_chr9:22018604-22018810,cPa199
RETROSEQ_chr9:22038856-22039239,cPa199
RETROSEQ_chr9:22043212-22043312,cPa199|cPa450
RETROSEQ_chr9:22043402-22043694,cPa199|cPa450
RETROSEQ_chr9:22063919-22064152,cPa450
RETROSEQ_chr9:22070183-22070291,cPa199
RETROSEQ_chr9:22073757-22073989,cPa391
RETROSEQ_chr9:22122949-22123049,cPa183
RETROSEQ_chr9:22124892-22125013,cPa264
RETROSEQ_chr9:22133270-22133370,cPa450|cPa542
RETROSEQ_chr9:22135807-22135940,cPa542
RETROSEQ_chr9:22136912-22137376,cPa183
RETROSEQ_chr9:22148353-22148467,WDSV_NC001867
RETROSEQ_chr9:22154745-22154890,cPa486
RETROSEQ_chr9:22162501-22162601,cPa140
RETROSEQ_chr9:2218987-2219087,BFV_NC001831
RETROSEQ_chr9:22197704-22197804,cPa248
RETROSEQ_chr9:22212541-22212641,cPa194
RETROSEQ_chr9:22213341-22213465,cPa194
RETROSEQ_chr9:22213485-22213586,cPa194
RETROSEQ_chr9:22222947-22223047,cPa199
RETROSEQ_chr9:22231188-22231562,cPa450
RETROSEQ_chr9:22233301-22233892,cPa194
RETROSEQ_chr9:22234032-22234132,cPa194
RETROSEQ_chr9:22257212-22257312,cPa308
RETROSEQ_chr9:22262076-22262176,cPa273
RETROSEQ_chr9:22262196-22262583,cPa273
RETROSEQ_chr9:22269586-22269952,cPa450
RETROSEQ_chr9:22275957-22276196,cPa542
RETROSEQ_chr9:22278230-22278410,BFV_NC001831
RETROSEQ_chr9:22278508-22278608,BFV_NC001831
RETROSEQ_chr9:22283766-22283866,cPa542
RETROSEQ_chr9:22284012-22284112,cPa450
RETROSEQ_chr9:22285975-22286075,cPa183
RETROSEQ_chr9:22297071-22297301,cPa199
RETROSEQ_chr9:22304945-22305045,cPa183
RETROSEQ_chr9:22305075-22305249,cPa183
RETROSEQ_chr9:22323014-22323211,cPa177
RETROSEQ_chr9:22347184-22347332,cPa194
RETROSEQ_chr9:22347351-22348002,cPa194
RETROSEQ_chr9:22349303-22349403,cPa482
RETROSEQ_chr9:22358942-22359042,cPa199|cPa450
RETROSEQ_chr9:22393744-22393844,cPa273
RETROSEQ_chr9:2242157-2242257,cPa450
RETROSEQ_chr9:22452481-22452581,cPa450
RETROSEQ_chr9:22481773-22482093,cPa363
RETROSEQ_chr9:22496354-22496454,cPa391
RETROSEQ_chr9:22511007-22511201,cPa264
RETROSEQ_chr9:22531166-22531326,cPa360
RETROSEQ_chr9:22532122-22532222,cPa183
RETROSEQ_chr9:22538964-22539123,cPa140
RETROSEQ_chr9:22541426-22541526,cPa199
RETROSEQ_chr9:22541714-22541814,cPa529
RETROSEQ_chr9:22545254-22545382,cPa443
RETROSEQ_chr9:2262014-2262114,WDSV_NC001867
RETROSEQ_chr9:22632385-22632617,cPa443
RETROSEQ_chr9:22700791-22700901,cPa183
RETROSEQ_chr9:22700908-22701080,cPa183
RETROSEQ_chr9:22701276-22701376,cPa183
RETROSEQ_chr9:2271689-2271845,cPa450
RETROSEQ_chr9:2271867-2272035,cPa450
RETROSEQ_chr9:22733508-22733650,cPa199
RETROSEQ_chr9:22739374-22739544,cPa264
RETROSEQ_chr9:22777828-22778105,cPa379
RETROSEQ_chr9:22791399-22791511,cPa15
RETROSEQ_chr9:22830979-22831180,cPa424
RETROSEQ_chr9:22833497-22833597,cPa260
RETROSEQ_chr9:22848973-22849078,cPa199
RETROSEQ_chr9:22849160-22849274,cPa199
RETROSEQ_chr9:22849297-22849445,cPa450
RETROSEQ_chr9:22856592-22856751,cPa248
RETROSEQ_chr9:22856799-22856931,cPa140
RETROSEQ_chr9:22858507-22858607,BFV_NC001831
RETROSEQ_chr9:22864648-22864748,cPa446
RETROSEQ_chr9:22865010-22865126,cPa183
RETROSEQ_chr9:22865255-22865355,cPa183
RETROSEQ_chr9:22868922-22869169,cPa199
RETROSEQ_chr9:22869180-22869315,cPa450
RETROSEQ_chr9:22869641-22869741,cPa199
RETROSEQ_chr9:22906319-22906429,cPa16
RETROSEQ_chr9:2293973-2294073,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr9:22951660-22952118,cPa199
RETROSEQ_chr9:22966541-22966858,cPa140|cPa248
RETROSEQ_chr9:23001686-23001792,cPa450
RETROSEQ_chr9:23003969-23004069,cPa227
RETROSEQ_chr9:23004289-23004389,cPa199
RETROSEQ_chr9:23031555-23032011,cPa446
RETROSEQ_chr9:23036449-23036558,cPa199|cPa260|cPa450
RETROSEQ_chr9:23037234-23037338,cPa273|cPa450|cPa542
RETROSEQ_chr9:23037622-23037805,cPa199|cPa273|cPa450
RETROSEQ_chr9:23039400-23039538,cPa308
RETROSEQ_chr9:23042459-23042559,cPa308
RETROSEQ_chr9:23052429-23052529,cPa140
RETROSEQ_chr9:23074523-23074623,cPa140
RETROSEQ_chr9:23074771-23074949,cPa443
RETROSEQ_chr9:23085745-23086105,cPa199
RETROSEQ_chr9:23091555-23091674,cPa450
RETROSEQ_chr9:23091775-23091991,cPa450
RETROSEQ_chr9:23099016-23099116,cPa248
RETROSEQ_chr9:23099279-23099379,cPa248
RETROSEQ_chr9:23124233-23124333,cPa273
RETROSEQ_chr9:23124369-23124585,cPa542
RETROSEQ_chr9:23124648-23124764,cPa542
RETROSEQ_chr9:23127397-23127497,cPa205
RETROSEQ_chr9:23200804-23200974,cPa543
RETROSEQ_chr9:23201036-23201190,cPa543
RETROSEQ_chr9:23201237-23201511,cPa543
RETROSEQ_chr9:23224927-23225027,cPa140
RETROSEQ_chr9:23255484-23255584,cPa450
RETROSEQ_chr9:23255619-23255771,cPa199
RETROSEQ_chr9:2325843-2325943,cPa199
RETROSEQ_chr9:23259956-23260056,cPa450|cPa542
RETROSEQ_chr9:23260071-23260312,cPa199|cPa542
RETROSEQ_chr9:23260395-23260559,cPa199|cPa450|cPa542
RETROSEQ_chr9:23269913-23270013,cPa450
RETROSEQ_chr9:23270054-23270154,cPa450
RETROSEQ_chr9:23270173-23270273,cPa450
RETROSEQ_chr9:23281728-23281865,cPa273|cPa542
RETROSEQ_chr9:23297507-23297619,HTLV1_NC001436
RETROSEQ_chr9:23297713-23297840,HTLV1_NC001436
RETROSEQ_chr9:2334483-2334583,cPa450
RETROSEQ_chr9:23352854-23353311,cPa194
RETROSEQ_chr9:23353351-23353451,cPa194
RETROSEQ_chr9:23384881-23384981,cPa109
RETROSEQ_chr9:23386195-23386310,cPa450
RETROSEQ_chr9:2339127-2339227,cPa201
RETROSEQ_chr9:23401760-23401860,cPa353
RETROSEQ_chr9:23431460-23431560,cPa183
RETROSEQ_chr9:23434352-23434524,BFV_NC001831|cPa131|cPa426|cPa61
RETROSEQ_chr9:23437991-23438091,cPa216|cPa248
RETROSEQ_chr9:23470500-23470600,cPa450
RETROSEQ_chr9:23485032-23485329,cPa450
RETROSEQ_chr9:23494989-23495089,cPa526
RETROSEQ_chr9:23502272-23502425,HTLV1_NC001436
RETROSEQ_chr9:23508626-23508726,cPa452
RETROSEQ_chr9:23508843-23508943,cPa452
RETROSEQ_chr9:23509032-23509132,cPa452
RETROSEQ_chr9:23516138-23516397,HTLV1_NC001436
RETROSEQ_chr9:23529044-23529337,cPa482
RETROSEQ_chr9:23534519-23534700,cPa450
RETROSEQ_chr9:23544663-23545109,cPa450
RETROSEQ_chr9:23546766-23546866,SFV_U04327
RETROSEQ_chr9:23546879-23547072,cPa227
RETROSEQ_chr9:23547088-23547188,cPa227
RETROSEQ_chr9:23558150-23558265,cPa452
RETROSEQ_chr9:23564492-23564603,cPa363
RETROSEQ_chr9:2362389-2362489,cPa260
RETROSEQ_chr9:23627937-23628223,cPa542
RETROSEQ_chr9:23629432-23629611,cPa450
RETROSEQ_chr9:23629618-23629800,cPa199
RETROSEQ_chr9:23660287-23660387,cPa482
RETROSEQ_chr9:23669253-23669412,cPa526
RETROSEQ_chr9:23669463-23669605,cPa526
RETROSEQ_chr9:23729511-23729611,cPa199|cPa227
RETROSEQ_chr9:23729638-23729866,cPa199
RETROSEQ_chr9:23732833-23732949,cPa391
RETROSEQ_chr9:23732964-23733064,cPa426
RETROSEQ_chr9:23735000-23735100,cPa363
RETROSEQ_chr9:23747917-23748017,cPa450
RETROSEQ_chr9:23748027-23748219,cPa450
RETROSEQ_chr9:23772004-23772230,cPa333
RETROSEQ_chr9:23772254-23772354,cPa333
RETROSEQ_chr9:23772696-23772861,cPa482
RETROSEQ_chr9:23822882-23822982,cPa450
RETROSEQ_chr9:23832449-23832549,cPa450
RETROSEQ_chr9:23835330-23835454,HTLV1_NC001436
RETROSEQ_chr9:23936883-23936983,cPa273
RETROSEQ_chr9:23936992-23937092,cPa227
RETROSEQ_chr9:23945014-23945114,cPa482
RETROSEQ_chr9:24235435-24235660,cPa452
RETROSEQ_chr9:2426197-2426297,cPa543
RETROSEQ_chr9:24274852-24274969,cPa109
RETROSEQ_chr9:24421045-24421275,cPa248
RETROSEQ_chr9:24421281-24421381,cPa140
RETROSEQ_chr9:24434634-24434734,SIV_NC001549
RETROSEQ_chr9:24481313-24481413,cPa199
RETROSEQ_chr9:24585140-24585340,cPa450
RETROSEQ_chr9:24603019-24603119,HTLV1_NC001436
RETROSEQ_chr9:24607253-24607568,cPa273
RETROSEQ_chr9:24609771-24609891,cPa140
RETROSEQ_chr9:24610334-24610720,cPa248
RETROSEQ_chr9:24636920-24637020,cPa60
RETROSEQ_chr9:24648656-24648757,cPa199
RETROSEQ_chr9:24652237-24652337,cPa450
RETROSEQ_chr9:24660716-24660816,cPa140|cPa443|cPa61
RETROSEQ_chr9:24660875-24660986,cPa140
RETROSEQ_chr9:24675429-24675681,cPa381
RETROSEQ_chr9:24676201-24676301,cPa308|cPa527
RETROSEQ_chr9:24695186-24695299,cPa140
RETROSEQ_chr9:24732861-24732961,cPa452
RETROSEQ_chr9:24770507-24770607,cPa563
RETROSEQ_chr9:24778206-24778315,cPa220
RETROSEQ_chr9:24791103-24791203,cPa15
RETROSEQ_chr9:24801434-24801575,cPa452
RETROSEQ_chr9:24813032-24813132,cPa583
RETROSEQ_chr9:24813348-24813448,cPa583
RETROSEQ_chr9:24852760-24853089,cPa264
RETROSEQ_chr9:24853145-24853318,cPa248
RETROSEQ_chr9:24877203-24877415,cPa248
RETROSEQ_chr9:24893622-24893722,cPa194
RETROSEQ_chr9:24893774-24893888,cPa194
RETROSEQ_chr9:24894076-24894224,cPa194
RETROSEQ_chr9:24900797-24901152,HTLV1_NC001436
RETROSEQ_chr9:24901218-24901405,HTLV1_NC001436
RETROSEQ_chr9:24918018-24918122,cPa333
RETROSEQ_chr9:24918144-24918313,cPa333
RETROSEQ_chr9:24923548-24923747,SIV_NC001549
RETROSEQ_chr9:24934381-24934481,HTLV1_NC001436
RETROSEQ_chr9:24949981-24950092,cPa140|cPa248|cPa443
RETROSEQ_chr9:24971022-24971122,cPa176
RETROSEQ_chr9:25027516-25027616,cPa176
RETROSEQ_chr9:25058090-25058190,cPa450
RETROSEQ_chr9:25104060-25104160,cPa482
RETROSEQ_chr9:25117244-25117344,cPa543
RETROSEQ_chr9:25178044-25178275,cPa140
RETROSEQ_chr9:25278185-25278285,SIV_NC001549
RETROSEQ_chr9:25303690-25303790,cPa140
RETROSEQ_chr9:25317304-25317407,cPa285
RETROSEQ_chr9:25418944-25419044,cPa201
RETROSEQ_chr9:2584454-2584841,cPa194
RETROSEQ_chr9:2584843-2585077,cPa194
RETROSEQ_chr9:2585309-2585409,cPa194
RETROSEQ_chr9:2610111-2610211,cPa273
RETROSEQ_chr9:2622003-2622108,cPa140
RETROSEQ_chr9:2673096-2673241,cPa443
RETROSEQ_chr9:2763880-2764071,HERV_I_repbase_HERVI_LTR10B
RETROSEQ_chr9:2766237-2766337,cPa308
RETROSEQ_chr9:2773515-2773717,cPa201
RETROSEQ_chr9:2796374-2796474,FrMuLV_NC001362
RETROSEQ_chr9:2809452-2809612,cPa109
RETROSEQ_chr9:2829310-2829417,cPa127
RETROSEQ_chr9:2844558-2844673,cPa543
RETROSEQ_chr9:2857043-2857143,cPa199
RETROSEQ_chr9:2924645-2924745,PRIMA41_repbase_PRIMA41_MER41A|WDSV_NC001867
RETROSEQ_chr9:2983823-2983942,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr9:3008353-3008453,cPa260
RETROSEQ_chr9:3008496-3008596,cPa260
RETROSEQ_chr9:3067581-3067681,cPa450
RETROSEQ_chr9:3067814-3067920,cPa450
RETROSEQ_chr9:3081890-3081990,cPa264
RETROSEQ_chr9:3082033-3082160,cPa264
RETROSEQ_chr9:3082667-3082767,cPa140
RETROSEQ_chr9:3104442-3104619,HIV1_NC001802
RETROSEQ_chr9:3122472-3122572,cPa260
RETROSEQ_chr9:3167958-3168058,cPa363
RETROSEQ_chr9:3183342-3183697,cPa273
RETROSEQ_chr9:3201508-3201657,cPa194
RETROSEQ_chr9:3201918-3202448,cPa194
RETROSEQ_chr9:3226677-3226892,cPa273
RETROSEQ_chr9:3426911-3427011,cPa391
RETROSEQ_chr9:3461118-3461218,PERV_AJ293656
RETROSEQ_chr9:3581528-3581628,cPa391
RETROSEQ_chr9:376138-376238,cPa163
RETROSEQ_chr9:383818-383918,cPa363
RETROSEQ_chr9:3882546-3882652,cPa15
RETROSEQ_chr9:4076349-4076449,cPa363
RETROSEQ_chr9:4236109-4236209,PERVC_HM159246
RETROSEQ_chr9:4277516-4277821,cPa199
RETROSEQ_chr9:4277840-4277940,cPa273
RETROSEQ_chr9:4401663-4401763,cPa391
RETROSEQ_chr9:447019-447124,cPa140
RETROSEQ_chr9:4675148-4675248,cPa540
RETROSEQ_chr9:4681840-4681990,cPa308
RETROSEQ_chr9:4840329-4840429,cPa140
RETROSEQ_chr9:4854224-4854324,cPa246
RETROSEQ_chr9:4968451-4968551,cPa216
RETROSEQ_chr9:50745-50845,cPa391
RETROSEQ_chr9:5076901-5077024,cPa363
RETROSEQ_chr9:5181125-5181337,cPa450
RETROSEQ_chr9:5241596-5241722,cPa363
RETROSEQ_chr9:5285383-5285483,WDSV_NC001867
RETROSEQ_chr9:5407814-5407914,cPa542
RETROSEQ_chr9:5408011-5408111,cPa542
RETROSEQ_chr9:5482929-5483029,cPa224
RETROSEQ_chr9:5483133-5483233,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr9:5512584-5512818,cPa333
RETROSEQ_chr9:5512843-5512943,cPa333
RETROSEQ_chr9:555100-555492,cPa260
RETROSEQ_chr9:5652752-5652852,cPa452
RETROSEQ_chr9:5711224-5711331,cPa540
RETROSEQ_chr9:5715740-5715897,cPa140
RETROSEQ_chr9:5914772-5914872,cPa140
RETROSEQ_chr9:5924152-5924252,cPa353
RETROSEQ_chr9:5955339-5955617,cPa363
RETROSEQ_chr9:5990142-5990242,cPa140
RETROSEQ_chr9:629460-629603,cPa248
RETROSEQ_chr9:6354317-6354422,cPa183|cPa500
RETROSEQ_chr9:6441439-6441591,cPa450|cPa542
RETROSEQ_chr9:6485823-6485923,cPa391
RETROSEQ_chr9:6619816-6619980,cPa15
RETROSEQ_chr9:673835-673935,cPa391
RETROSEQ_chr9:6905334-6905434,cPa140
RETROSEQ_chr9:6945512-6945748,cPa452
RETROSEQ_chr9:7010541-7010641,cPa257
RETROSEQ_chr9:7035729-7035987,cPa363
RETROSEQ_chr9:7447617-7447722,cPa363
RETROSEQ_chr9:763709-764116,cPa194
RETROSEQ_chr9:764325-764433,cPa194
RETROSEQ_chr9:7724046-7724146,cPa15
RETROSEQ_chr9:7724152-7724252,cPa248
RETROSEQ_chr9:7942583-7942747,cPa363
RETROSEQ_chr9:8054772-8054872,cPa163
RETROSEQ_chr9:8132836-8132936,cPa391
RETROSEQ_chr9:8173514-8173614,cPa333
RETROSEQ_chr9:833331-833450,cPa391
RETROSEQ_chr9:9111323-9111423,cPa205
RETROSEQ_chr9:9262088-9262343,cPa452
RETROSEQ_chr9:9266605-9266846,cPa15
RETROSEQ_chr9:9344412-9344512,cPa140|cPa443|cPa61
RETROSEQ_chr9:935305-935405,cPa363
RETROSEQ_chr9:9403701-9403807,cPa163
RETROSEQ_chr9:958668-958768,cPa450
RETROSEQ_chr9:958946-959046,cPa450
RETROSEQ_chr9:959051-959199,cPa450|cPa542
RETROSEQ_chr9:9668391-9668591,PERVC_HM159246
RETROSEQ_chr9:978623-978762,cPa260
RETROSEQ_chrLGE22:1006018-1006271,cPa163
RETROSEQ_chrLGE22:1014333-1014433,cPa443
RETROSEQ_chrLGE22:10418-10518,HERV_R_repbase_HERV3_LTR4
RETROSEQ_chrLGE22:1144029-1144129,CAEV_NC001463
RETROSEQ_chrLGE22:1165521-1165621,cPa140
RETROSEQ_chrLGE22:1167735-1168151,cPa194
RETROSEQ_chrLGE22:1168808-1169355,cPa140
RETROSEQ_chrLGE22:1277684-1277876,cPa140
RETROSEQ_chrLGE22:1277904-1278092,cPa140
RETROSEQ_chrLGE22:1306157-1306257,cPa543
RETROSEQ_chrLGE22:1343153-1343255,cPa61
RETROSEQ_chrLGE22:1345117-1345217,cPa452
RETROSEQ_chrLGE22:1357767-1357867,cPa379
RETROSEQ_chrLGE22:1360038-1360138,cPa140
RETROSEQ_chrLGE22:1360157-1360341,cPa140
RETROSEQ_chrLGE22:1410336-1410436,cPa264
RETROSEQ_chrLGE22:1436831-1436954,cPa333
RETROSEQ_chrLGE22:1476544-1477146,cPa140
RETROSEQ_chrLGE22:1488400-1488500,cPa163
RETROSEQ_chrLGE22:1517327-1517427,cPa402
RETROSEQ_chrLGE22:1613610-1613710,cPa163
RETROSEQ_chrLGE22:1641723-1641848,cPa333
RETROSEQ_chrLGE22:1641870-1641970,cPa50
RETROSEQ_chrLGE22:1645527-1645699,cPa194
RETROSEQ_chrLGE22:1645717-1645926,cPa194
RETROSEQ_chrLGE22:1649625-1649725,cPa273
RETROSEQ_chrLGE22:1674561-1674665,cPa452
RETROSEQ_chrLGE22:1732735-1732835,cPa333
RETROSEQ_chrLGE22:1789209-1789349,cPa224
RETROSEQ_chrLGE22:183177-183277,cPa140
RETROSEQ_chrLGE22:2180112-2180352,cPa363
RETROSEQ_chrLGE22:21864-22018,cPa71
RETROSEQ_chrLGE22:2513337-2513470,PyERV_AF500296
RETROSEQ_chrLGE22:26023-26218,cPa182
RETROSEQ_chrLGE22:2627033-2627280,cPa194
RETROSEQ_chrLGE22:2627311-2627411,cPa194
RETROSEQ_chrLGE22:2654976-2655076,cPa486
