locus,erv.assigned,erv.assigned.freq,n.erv.called,actual.stop,actual.start,all.hits.ervs,all.hits.counts,locus.width,mapped.width
Scaffold1725-57849_57951,cPa75,1,1,57899,57899,cPa75,1,102,0
Scaffold1725-582884_582988,cPa62,1,1,582936,582934,cPa62,5,104,2
Scaffold1725-583097_583228,cPa62,1,1,583176,583147,cPa62,2,131,29
Scaffold1725-583323_583435,cPa62,1,1,583383,583369,cPa62,4,112,14
Scaffold1725-613169_613271,cPa293-cPa75-hybrid,1,1,613219,613219,cPa293-cPa75-hybrid,1,102,0
Scaffold1725-613695_613797,cPa285-cPa75-hybrid,1,1,613745,613745,cPa285-cPa75-hybrid,1,102,0
Scaffold1725-623675_623777,cPa75,1,1,623725,623725,cPa75,1,102,0
Scaffold1725-69459_69561,cPa75,1,1,69526,69509,cPa75,2,102,17
Scaffold1725-69715_69879,cPa75,1,1,69827,69732,cPa75,4,164,95
Scaffold1725-70174_70370,cPa75,1,1,70318,70224,cPa75,2,196,94
Scaffold1725-72821_72923,cPa75,1,1,72871,72871,cPa75,1,102,0
Scaffold1725-73111_73213,cPa75,1,1,73161,73161,cPa75,1,102,0
Scaffold1726-14327_14486,cPa75,1,1,14434,14360,cPa75,4,159,74
Scaffold1726-14493_14646,cPa75,1,1,14594,14543,cPa75,8,153,51
Scaffold1726-1610_1712,cPa75,1,1,1660,1660,cPa75,1,102,0
Scaffold1726-1721_1823,cPa75,1,1,1771,1771,cPa75,1,102,0
Scaffold1726-18665_18833,cPa75,1,1,18781,18682,cPa75,13,168,99
Scaffold1726-1872_1974,cPa75,1,1,1922,1922,cPa75,1,102,0
Scaffold1726-18906_19241,cPa75,1,1,19220,18941,cPa75,33,335,279
Scaffold1726-19452_19554,cPa75,1,1,19554,19502,cPa75,12,102,52
Scaffold1726-23453_23579,cPa75,1,1,23527,23503,cPa75,2,126,24
Scaffold1726-25889_25991,cPa118_cPa15,0.5,2,25939,25939,cPa118_cPa15,1_1,102,0
Scaffold1728-107834_107936,cPa75,1,1,107884,107884,cPa75,1,102,0
Scaffold1728-107997_108099,cPa75,1,1,108047,108047,cPa75,1,102,0
Scaffold1728-115952_116142,cPa75_cPa75-unknown,0.5,2,116090,116002,cPa75_cPa75-unknown,1_1,190,88
Scaffold1728-123063_123194,cPa425,0.75,2,123142,123113,cPa425_cPa447,3_1,131,29
Scaffold1728-127564_127666,cPa425,1,1,127614,127614,cPa425,1,102,0
Scaffold1728-128609_128711,cPa75,1,1,128659,128659,cPa75,1,102,0
Scaffold1728-135575_135677,cPa75,1,1,135625,135625,cPa75,1,102,0
Scaffold1728-135893_135995,cPa75,1,1,135983,135934,cPa75,5,102,49
Scaffold1728-136142_136307,cPa75,1,1,136258,136164,cPa75,23,165,94
Scaffold1728-136725_136887,cPa75,1,1,136849,136729,cPa75,12,162,120
Scaffold1728-143445_143547,cPa75,1,1,143495,143495,cPa75,1,102,0
Scaffold1728-146324_146462,cPa75,1,1,146410,146374,cPa75,4,138,36
Scaffold1728-147479_147581,cPa75,1,1,147529,147529,cPa75,1,102,0
Scaffold1728-148270_148372,cPa75,1,1,148320,148320,cPa75,1,102,0
Scaffold1728-148474_148576,cPa75,1,1,148524,148524,cPa75,1,102,0
Scaffold1728-148600_148717,cPa75,1,1,148665,148650,cPa75,2,117,15
Scaffold1728-148760_148862,cPa75,1,1,148810,148810,cPa75,1,102,0
Scaffold1728-148890_149291,cPa75,1,1,149239,148940,cPa75,9,401,299
Scaffold1728-149330_149434,cPa75,1,1,149382,149372,cPa75,3,104,10
Scaffold1728-149448_149708,cPa75,1,1,149683,149498,cPa75,7,260,185
Scaffold1728-163103_163205,cPa42,1,1,163153,163147,cPa42,2,102,6
Scaffold1728-168346_168448,cPa62,1,1,168396,168396,cPa62,1,102,0
Scaffold1728-191905_192007,cPa75,1,1,191955,191955,cPa75,1,102,0
Scaffold1728-206995_207097,cPa111-unknown,1,1,207045,207045,cPa111-unknown,1,102,0
Scaffold1728-210351_210453,cPa75-unknown,1,1,210401,210401,cPa75-unknown,1,102,0
Scaffold1728-237213_237315,cPa379-cPa339-hybrid,1,1,237263,237263,cPa379-cPa339-hybrid,1,102,0
Scaffold1728-237495_237597,cPa379-cPa285-hybrid,1,1,237545,237545,cPa379-cPa285-hybrid,1,102,0
Scaffold1728-237903_238008,cPa379-cPa339-hybrid,0.5,3,237999,237953,cPa285_cPa379-cPa339-hybrid_cPa379-cPa75-hybrid,1_2_1,105,46
Scaffold1728-26943_27045,cPa75,1,1,26993,26993,cPa75,1,102,0
Scaffold1728-28300_28402,cPa75,1,1,28350,28350,cPa75,1,102,0
Scaffold1728-28665_28767,cPa75,1,1,28715,28715,cPa75,1,102,0
Scaffold1728-28886_28988,cPa75,1,1,28936,28936,cPa75,1,102,0
Scaffold1728-29330_29518,cPa75,1,1,29466,29380,cPa75,3,188,86
Scaffold1728-3074_3176,cPa75,1,1,3124,3124,cPa75,1,102,0
Scaffold1728-39810_39912,cPa75,1,1,39860,39860,cPa75,1,102,0
Scaffold1728-67657_67884,cPa75,1,1,67832,67707,cPa75,4,227,125
Scaffold1728-68039_68141,cPa75,1,1,68089,68089,cPa75,1,102,0
Scaffold1728-86104_86206,cPa75,1,1,86154,86154,cPa75,1,102,0
Scaffold1728-86277_86528,cPa75,1,1,86476,86327,cPa75,8,251,149
Scaffold1728-86593_86706,cPa75,1,1,86654,86643,cPa75,2,113,11
Scaffold1728-92543_92645,cPa75,1,1,92593,92593,cPa75,1,102,0
Scaffold1728-95925_96027,cPa75,1,1,95975,95975,cPa75,1,102,0
Scaffold1728-99159_99425,cPa270,0.954545454545455,2,99389,99209,cPa270_HERV30_repbase_HERV30I_LTR30,21_1,266,180
Scaffold1729-14868_15028,cPa75,1,1,14976,14918,cPa75,2,160,58
Scaffold1729-97639_97741,cPa75,1,1,97689,97689,cPa75,1,102,0
Scaffold1729-98431_98533,cPa75,1,1,98481,98481,cPa75,1,102,0
Scaffold173-1269_1371,cPa62-unknown,0.8,2,1359,1274,cPa62-cPa152-hybrid_cPa62-unknown,1_4,102,85
Scaffold173-1431_1557,cPa62-cPa75-hybrid_cPa75,0.5,2,1505,1481,cPa62-cPa75-hybrid_cPa75,1_1,126,24
Scaffold173-1631_1733,cPa75,1,1,1681,1681,cPa75,1,102,0
Scaffold173-1879_1981,cPa75,1,1,1929,1929,cPa75,1,102,0
Scaffold173-2016_2127,cPa62-cPa152-hybrid_cPa62-cPa75-hybrid,0.5,2,2075,2066,cPa62-cPa152-hybrid_cPa62-cPa75-hybrid,1_1,111,9
Scaffold173-28989_29114,cPa174_cPa404-cPa254-hybrid,0.333333333333333,4,29062,29039,cPa174_cPa254_cPa404-cPa254-hybrid_cPa404-cPa419-hybrid,2_1_2_1,125,23
Scaffold173-30568_30670,cPa452-cPa308-hybrid,1,1,30618,30618,cPa452-cPa308-hybrid,1,102,0
Scaffold173-505_631,cPa16-unknown,0.205128205128205,12,579,505,cPa16_cPa16-cPa71-hybrid_cPa16-unknown_cPa260-cPa16-hybrid_cPa379_cPa379-cPa75-hybrid_cPa379-unknown_cPa62-unknown_cPa71_cPa71-cPa450-hybrid_cPa71-unknown_cPa75,7_1_8_1_2_1_1_4_3_2_2_7,126,74
Scaffold173-70877_70979,cPa50-cPa390-hybrid,1,1,70938,70927,cPa50-cPa390-hybrid,2,102,11
Scaffold173-726_828,cPa379_cPa379-unknown_cPa62-cPa152-hybrid,0.333333333333333,3,776,748,cPa379_cPa379-unknown_cPa62-cPa152-hybrid,1_1_1,102,28
Scaffold173-76262_76364,cPa339_cPa444-cPa62-hybrid_cPa447,0.333333333333333,3,76321,76312,cPa339_cPa444-cPa62-hybrid_cPa447,1_1_1,102,9
Scaffold173-8372_8474,cPa228_cPa449,0.44,4,8432,8375,cPa228_cPa419_cPa449_cPa449-unknown,11_2_11_1,102,57
Scaffold1731-11384_11486,cPa75,1,1,11434,11434,cPa75,2,102,0
Scaffold1731-11534_11636,cPa293,1,1,11584,11584,cPa293,1,102,0
Scaffold1731-21987_22089,cPa75,1,1,22074,22037,cPa75,2,102,37
Scaffold1731-22309_22811,cPa75,1,1,22779,22344,cPa75,23,502,435
Scaffold1731-22917_23416,cPa75,1,1,23364,22967,cPa75,27,499,397
Scaffold1731-25461_25605,cPa75,1,1,25553,25511,cPa75,2,144,42
Scaffold1731-26647_26782,cPa75,1,1,26730,26697,cPa75,2,135,33
Scaffold1731-26901_27004,cPa75,1,1,26952,26951,cPa75,2,103,1
Scaffold1731-29032_29134,cPa62-cPa75-hybrid,1,1,29082,29082,cPa62-cPa75-hybrid,1,102,0
Scaffold1732-11757_11859,cPa434,1,1,11826,11807,cPa434,2,102,19
Scaffold1732-11945_12066,cPa434,1,1,12022,11989,cPa434,24,121,33
Scaffold1732-12493_12595,cPa434,0.75,2,12564,12543,cPa434_cPa542-cPa67-hybrid,3_1,102,21
Scaffold1732-13034_13136,cPa434,1,1,13131,13039,cPa434,5,102,92
Scaffold1732-7169_7279,cPa434,1,1,7227,7219,cPa434,2,110,8
Scaffold1733-1291_1393,cPa75,1,1,1365,1341,cPa75,2,102,24
Scaffold1733-1396_1825,cPa75,1,1,1805,1446,cPa75,16,429,359
Scaffold1733-15390_15492,cPa75,1,1,15482,15440,cPa75,2,102,42
Scaffold1733-15570_15672,cPa75,1,1,15620,15620,cPa75,1,102,0
Scaffold1733-15788_16311,cPa75,1,1,16259,15838,cPa75,34,523,421
Scaffold1733-16315_16611,cPa75,1,1,16559,16365,cPa75,15,296,194
Scaffold1733-16680_16790,cPa75,1,1,16738,16730,cPa75,3,110,8
Scaffold1733-1870_1972,cPa75,1,1,1964,1920,cPa75,2,102,44
Scaffold1733-19132_19252,HML3_repbase_HERVK9I_MER9,1,1,19200,19182,HML3_repbase_HERVK9I_MER9,2,120,18
Scaffold1733-19324_19493,HML3_repbase_HERVK9I_MER9,1,1,19441,19374,HML3_repbase_HERVK9I_MER9,4,169,67
Scaffold1733-2157_2406,cPa75,1,1,2354,2207,cPa75,7,249,147
Scaffold1733-26037_26139,cPa75,1,1,26087,26087,cPa75,1,102,0
Scaffold1733-26222_26324,cPa75,1,1,26275,26272,cPa75,2,102,3
Scaffold1733-26852_26954,cPa75,1,1,26902,26902,cPa75,1,102,0
Scaffold1733-2781_2883,cPa75,1,1,2831,2830,cPa75,2,102,1
Scaffold1733-28384_28486,cPa75,1,1,28480,28434,cPa75,9,102,46
Scaffold1733-28508_28835,cPa75,1,1,28783,28558,cPa75,9,327,225
Scaffold1733-28849_28983,cPa75,1,1,28931,28899,cPa75,2,134,32
Scaffold1733-28986_29088,cPa75,1,1,29036,29036,cPa75,1,102,0
Scaffold1733-45945_46047,cPa75,1,1,45995,45995,cPa75,1,102,0
Scaffold1733-47477_49087,cPa75,1,1,49074,47504,cPa75,62,1610,1570
Scaffold1733-51194_51308,cPa75,0.75,2,51256,51218,cPa308-cPa75-hybrid_cPa75,1_3,114,38
Scaffold1733-66818_66920,cPa75,1,1,66868,66868,cPa75,1,102,0
Scaffold1733-66978_67331,cPa75,0.933333333333333,2,67305,67028,cPa75_cPa75-HML3_repbase_HERVK9I_MER9-hybrid,28_2,353,277
Scaffold1733-67346_67448,cPa75,1,1,67396,67396,cPa75,1,102,0
Scaffold1733-67483_67585,cPa75,1,1,67533,67533,cPa75,1,102,0
Scaffold1733-70270_70386,cPa75,1,1,70334,70320,cPa75,2,116,14
Scaffold1733-70629_70859,cPa75,1,1,70807,70679,cPa75,3,230,128
Scaffold1733-70895_71179,cPa75,1,1,71127,70945,cPa75,8,284,182
Scaffold1733-71217_71346,cPa75,1,1,71294,71267,cPa75,5,129,27
Scaffold1733-78036_78138,cPa315_cPa75,0.5,2,78086,78069,cPa315_cPa75,1_1,102,17
Scaffold1733-80479_80581,cPa75,1,1,80529,80529,cPa75,1,102,0
Scaffold1733-80650_80752,cPa75,1,1,80700,80700,cPa75,1,102,0
Scaffold1733-80781_80883,cPa75,1,1,80831,80831,cPa75,1,102,0
Scaffold1733-92326_92428,cPa75,1,1,92376,92376,cPa75,1,102,0
Scaffold1733-92455_92671,cPa75,1,1,92619,92505,cPa75,3,216,114
Scaffold1733-93052_93154,cPa75,1,1,93102,93102,cPa75,1,102,0
Scaffold1733-93226_93353,cPa75,1,1,93302,93276,cPa75,4,127,26
Scaffold1733-950_1052,cPa75,1,1,1000,981,cPa75,5,102,19
Scaffold1734-116726_116835,cPa75,1,1,116799,116776,cPa75,5,109,23
Scaffold1734-116886_117976,cPa75,1,1,117924,116936,cPa75,61,1090,988
Scaffold1734-118000_118102,cPa75,1,1,118050,118050,cPa75,1,102,0
Scaffold1734-119432_119534,cPa75,1,1,119482,119441,cPa75,3,102,41
Scaffold1734-120067_120252,cPa75,1,1,120250,120117,cPa75,8,185,133
Scaffold1734-120402_120582,cPa75,1,1,120569,120448,cPa75,14,180,121
Scaffold1734-120869_120971,cPa75,1,1,120919,120919,cPa75,1,102,0
Scaffold1734-120993_121095,cPa75,1,1,121089,121005,cPa75,6,102,84
Scaffold1734-12707_12920,cPa75-unknown,0.953488372093023,2,12868,12757,cPa75_cPa75-unknown,2_41,213,111
Scaffold1734-12929_13054,cPa75,1,1,13002,12979,cPa75,5,125,23
Scaffold1734-146242_146344,cPa75,1,1,146298,146292,cPa75,3,102,6
Scaffold1734-147151_147297,cPa75,1,1,147245,147188,cPa75,6,146,57
Scaffold1734-147352_147683,cPa75,1,1,147676,147387,cPa75,21,331,289
Scaffold1734-147713_147815,cPa75,1,1,147782,147763,cPa75,3,102,19
Scaffold1734-147828_148067,cPa75,1,1,148063,147831,cPa75,9,239,232
Scaffold1734-148111_148213,cPa75,1,1,148161,148112,cPa75,3,102,49
Scaffold1734-155445_155547,cPa75,1,1,155495,155495,cPa75,1,102,0
Scaffold1734-160081_160183,cPa482-cPa75-hybrid,0.666666666666667,2,160180,160131,cPa482_cPa482-cPa75-hybrid,1_2,102,49
Scaffold1734-16159_16261,cPa75-unknown,1,1,16209,16209,cPa75-unknown,1,102,0
Scaffold1734-16265_16367,cPa75-unknown,1,1,16315,16315,cPa75-unknown,1,102,0
Scaffold1734-16454_16556,cPa75-unknown,1,1,16504,16504,cPa75-unknown,1,102,0
Scaffold1734-173737_173931,cPa75,1,1,173879,173787,cPa75,2,194,92
Scaffold1734-184478_184580,cPa75,1,1,184528,184528,cPa75,1,102,0
Scaffold1734-185020_185122,cPa75,1,1,185070,185070,cPa75,1,102,0
Scaffold1734-185146_185606,cPa75,1,1,185554,185196,cPa75,18,460,358
Scaffold1734-185707_185970,cPa75,1,1,185918,185757,cPa75,5,263,161
Scaffold1734-189803_189989,cPa75,1,1,189958,189853,cPa75,4,186,105
Scaffold1734-190071_190173,cPa75,1,1,190144,190090,cPa75,4,102,54
Scaffold1734-190342_190444,cPa75,1,1,190444,190350,cPa75,6,102,94
Scaffold1734-190491_190607,cPa75,1,1,190563,190493,cPa75,7,116,70
Scaffold1734-190642_190744,cPa75,1,1,190742,190641,cPa75,19,102,101
Scaffold1734-190935_191037,cPa75,1,1,191036,190972,cPa75,3,102,64
Scaffold1734-207445_207547,cPa75,1,1,207495,207495,cPa75,1,102,0
Scaffold1734-210112_210214,cPa75,1,1,210162,210162,cPa75,1,102,0
Scaffold1734-210475_210577,cPa75,1,1,210525,210525,cPa75,1,102,0
Scaffold1734-210649_210751,cPa75,1,1,210699,210670,cPa75,2,102,29
Scaffold1734-216276_216378,cPa75-cPa273-hybrid,1,1,216326,216326,cPa75-cPa273-hybrid,1,102,0
Scaffold1734-216423_216525,cPa75-cPa273-hybrid,1,1,216473,216473,cPa75-cPa273-hybrid,1,102,0
Scaffold1734-228798_228900,cPa75,1,1,228848,228848,cPa75,1,102,0
Scaffold1734-229106_229343,cPa75,1,1,229291,229156,cPa75,12,237,135
Scaffold1734-240313_240415,cPa75,1,1,240363,240336,cPa75,2,102,27
Scaffold1734-240465_240567,cPa75,1,1,240515,240515,cPa75,1,102,0
Scaffold1734-240575_240761,cPa75,1,1,240747,240625,cPa75,4,186,122
Scaffold1734-317806_318028,cPa75,1,1,317976,317856,cPa75,5,222,120
Scaffold1734-318046_318148,cPa75,1,1,318096,318096,cPa75,1,102,0
Scaffold1734-318182_318625,cPa75,1,1,318573,318232,cPa75,11,443,341
Scaffold1734-318898_319012,cPa75,1,1,318960,318948,cPa75,3,114,12
Scaffold1734-324135_324237,cPa75,1,1,324185,324185,cPa75,1,102,0
Scaffold1734-33753_33855,cPa75,1,1,33808,33757,cPa75,6,102,51
Scaffold1734-366592_366817,cPa75,1,1,366765,366642,cPa75,3,225,123
Scaffold1734-367047_367856,cPa75,1,1,367804,367097,cPa75,52,809,707
Scaffold1734-367916_368055,cPa75,1,1,368003,367966,cPa75,2,139,37
Scaffold1734-370505_370796,cPa75,1,1,370744,370555,cPa75,8,291,189
Scaffold1734-398451_398553,cPa75,1,1,398501,398501,cPa75,1,102,0
Scaffold1734-398567_398669,cPa75,1,1,398617,398617,cPa75,1,102,0
Scaffold1734-40773_40875,cPa62,1,1,40823,40823,cPa62,1,102,0
Scaffold1734-435498_435600,cPa75,1,1,435548,435548,cPa75,1,102,0
Scaffold1734-439760_439922,cPa75,1,1,439870,439810,cPa75,5,162,60
Scaffold1734-440125_440227,cPa75,1,1,440175,440140,cPa75,2,102,35
Scaffold1734-440282_440454,cPa75,0.8,2,440402,440310,cPa425-cPa75-hybrid_cPa75,1_4,172,92
Scaffold1734-440535_440727,cPa75,1,1,440724,440585,cPa75,6,192,139
Scaffold1734-459042_459144,cPa75,1,1,459092,459092,cPa75,1,102,0
Scaffold1734-499339_499537,cPa587,0.666666666666667,2,499507,499389,cPa587_cPa587-unknown,4_2,198,118
Scaffold1734-499904_500006,cPa587,1,1,499997,499954,cPa587,2,102,43
Scaffold1734-500106_500208,cPa587,1,1,500156,500156,cPa587,1,102,0
Scaffold1734-514655_514757,cPa285,1,1,514705,514705,cPa285,1,102,0
Scaffold1734-529628_529730,cPa75,1,1,529727,529664,cPa75,9,102,63
Scaffold1734-545757_545859,cPa75,1,1,545807,545807,cPa75,1,102,0
Scaffold1734-545894_545996,cPa75,1,1,545944,545938,cPa75,3,102,6
Scaffold1734-546039_546248,cPa75,1,1,546196,546089,cPa75,3,209,107
Scaffold1734-546251_546353,cPa75,1,1,546301,546301,cPa75,1,102,0
Scaffold1734-546386_546488,cPa75,1,1,546436,546388,cPa75,2,102,48
Scaffold1734-546621_546940,cPa75,1,1,546888,546671,cPa75,11,319,217
Scaffold1734-547277_547508,cPa75,1,1,547456,547327,cPa75,21,231,129
Scaffold1734-594383_594540,cPa62,1,1,594521,594433,cPa62,8,157,88
Scaffold1734-606065_606167,cPa75,1,1,606115,606115,cPa75,1,102,0
Scaffold1734-614749_614851,cPa581,1,1,614799,614799,cPa581,1,102,0
Scaffold1734-633972_634074,cPa75,1,1,634022,634022,cPa75,1,102,0
Scaffold1734-634176_634368,cPa75,1,1,634316,634226,cPa75,4,192,90
Scaffold1734-634381_634483,cPa75,1,1,634431,634431,cPa75,1,102,0
Scaffold1734-634674_634809,cPa75,1,1,634757,634724,cPa75,17,135,33
Scaffold1734-657087_657189,cPa75,1,1,657137,657137,cPa75,1,102,0
Scaffold1734-657255_657442,cPa75,1,1,657390,657305,cPa75,4,187,85
Scaffold1734-657486_657589,cPa75,1,1,657537,657529,cPa75,3,103,8
Scaffold1734-657609_657711,cPa75,1,1,657659,657659,cPa75,1,102,0
Scaffold1734-657823_658156,cPa75,1,1,658104,657873,cPa75,7,333,231
Scaffold1734-658231_658364,cPa75,1,1,658312,658281,cPa75,3,133,31
Scaffold1734-661766_661868,HERV30_repbase_HERV30I_LTR30,1,1,661816,661816,HERV30_repbase_HERV30I_LTR30,1,102,0
Scaffold1734-678514_678616,cPa293,1,1,678564,678564,cPa293,1,102,0
Scaffold1734-685658_685760,HIV2_NC001722,1,1,685708,685708,HIV2_NC001722,1,102,0
Scaffold1734-688590_688845,cPa482,0.75,2,688793,688594,cPa482_cPa482-unknown,6_2,255,199
Scaffold1734-92884_92986,cPa75-PtERV1_AC142352-hybrid,1,1,92934,92934,cPa75-PtERV1_AC142352-hybrid,1,102,0
Scaffold1735-117418_117520,cPa194,1,1,117468,117468,cPa194,1,102,0
Scaffold1735-40658_40760,cPa75,1,1,40708,40708,cPa75,1,102,0
Scaffold1735-40880_41079,cPa75,1,1,41062,40930,cPa75,10,199,132
Scaffold1735-41176_41278,cPa75,1,1,41226,41226,cPa75,1,102,0
Scaffold1735-41339_41441,cPa75,1,1,41389,41389,cPa75,1,102,0
Scaffold1735-78812_78914,cPa75,1,1,78862,78862,cPa75,1,102,0
Scaffold1736-13084_13186,cPa410,1,1,13134,13134,cPa410,1,102,0
Scaffold1738-39246_39599,cPa75,0.535714285714286,7,39578,39283,cPa293_cPa62_cPa62-cPa293-hybrid_cPa62-cPa75-hybrid_cPa75_cPa75-cPa62-hybrid_cPa75-unknown,1_3_3_4_15_1_1,353,295
Scaffold1738-39618_40165,cPa75,0.471428571428571,7,40113,39633,cPa293_cPa413_cPa62_cPa62-cPa293-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa75,1_2_16_8_7_3_33,547,480
Scaffold1739-10078_10180,cPa260-cPa435-hybrid,1,1,10128,10128,cPa260-cPa435-hybrid,1,102,0
Scaffold1739-10608_10710,cPa260-cPa75-hybrid,1,1,10658,10658,cPa260-cPa75-hybrid,1,102,0
Scaffold1740-10417_10684,cPa75,0.666666666666667,3,10632,10424,cPa285-cPa75-hybrid_cPa75_cPa75-unknown,2_6_1,267,208
Scaffold1740-1339_1441,cPa205,1,1,1389,1388,cPa205,2,102,1
Scaffold1740-9625_9727,cPa75,1,1,9675,9675,cPa75,1,102,0
Scaffold1741-14154_14256,cPa61-cPa75-hybrid,1,1,14204,14204,cPa61-cPa75-hybrid,1,102,0
Scaffold1741-16020_16122,cPa75,1,1,16070,16070,cPa75,1,102,0
Scaffold1741-1761_1863,cPa75,1,1,1831,1785,cPa75,4,102,46
Scaffold1741-1903_2005,cPa75,0.666666666666667,2,1955,1953,cPa75_cPa75-unknown,2_1,102,2
Scaffold1741-5927_6029,cPa75,1,1,5977,5977,cPa75,1,102,0
Scaffold1742-20999_21101,cPa75,1,1,21049,21049,cPa75,1,102,0
Scaffold1742-21129_21231,cPa75,1,1,21179,21179,cPa75,1,102,0
Scaffold1742-2631_2812,cPa75,1,1,2760,2681,cPa75,2,181,79
Scaffold1743-18267_18426,cPa75,1,1,18374,18317,cPa75,2,159,57
Scaffold1743-18530_18632,cPa75,1,1,18580,18554,cPa75,2,102,26
Scaffold1743-18824_19022,cPa75,1,1,18970,18856,cPa75,7,198,114
Scaffold1743-24188_24290,cPa75,1,1,24238,24238,cPa75,1,102,0
Scaffold1743-47848_47950,cPa75,1,1,47898,47898,cPa75,1,102,0
Scaffold1743-48138_48371,cPa75,1,1,48319,48188,cPa75,3,233,131
Scaffold1743-48469_48571,cPa75,1,1,48519,48519,cPa75,1,102,0
Scaffold1743-76856_76958,cPa75,1,1,76906,76906,cPa75,1,102,0
Scaffold1743-82899_83001,cPa75,1,1,82949,82949,cPa75,1,102,0
Scaffold1743-83248_83350,cPa75,1,1,83298,83298,cPa75,1,102,0
Scaffold1743-83689_83833,cPa75,1,1,83781,83739,cPa75,2,144,42
Scaffold1743-84084_84186,cPa75,1,1,84134,84134,cPa75,1,102,0
Scaffold1743-95791_95973,cPa75,1,1,95921,95841,cPa75,3,182,80
Scaffold1743-95991_97064,cPa75,1,1,97041,96041,cPa75,68,1073,1000
Scaffold1744-4937_5039,cPa75,1,1,4987,4987,cPa75,1,102,0
Scaffold1744-6218_6659,cPa75,1,1,6607,6244,cPa75,14,441,363
Scaffold1744-6690_6792,cPa75,1,1,6740,6740,cPa75,1,102,0
Scaffold1745-3824_3926,cPa62,1,1,3874,3874,cPa62,1,102,0
Scaffold1745-4090_4192,cPa62,1,1,4140,4115,cPa62,2,102,25
Scaffold1745-9197_9363,cPa75,0.625,6,9360,9196,cPa224-cPa293-hybrid_cPa224-unknown_cPa285_cPa285-unknown_cPa315-unknown_cPa75,1_1_2_1_1_10,166,164
Scaffold1745-9472_9574,cPa168_cPa75-unknown,0.5,2,9522,9521,cPa168_cPa75-unknown,1_1,102,1
Scaffold1746-12707_12809,cPa400-cPa75-hybrid,1,1,12757,12757,cPa400-cPa75-hybrid,1,102,0
Scaffold1746-14595_14733,cPa75,0.666666666666667,2,14681,14645,cPa285-cPa224-hybrid_cPa75,1_2,138,36
Scaffold1746-14868_15051,cPa75,0.916666666666667,2,14999,14918,cPa75_cPa75-unknown,11_1,183,81
Scaffold1748-117552_117808,cPa75,1,1,117756,117602,cPa75,5,256,154
Scaffold1748-117859_117961,cPa75,1,1,117949,117909,cPa75,2,102,40
Scaffold1748-20123_20265,cPa75,1,1,20213,20173,cPa75,2,142,40
Scaffold1748-20280_20382,cPa75,1,1,20330,20284,cPa75,4,102,46
Scaffold1748-20408_20510,cPa75,1,1,20458,20451,cPa75,2,102,7
Scaffold1748-30878_30980,cPa75,1,1,30928,30928,cPa75,1,102,0
Scaffold1748-31006_31108,cPa75,1,1,31056,31056,cPa75,1,102,0
Scaffold1748-39978_40087,cPa75,1,1,40072,40028,cPa75,3,109,44
Scaffold1748-40593_40695,cPa75,1,1,40643,40643,cPa75,1,102,0
Scaffold1748-81925_82027,cPa75,1,1,81975,81975,cPa75,1,102,0
Scaffold1748-82179_82281,cPa75,1,1,82229,82229,cPa75,1,102,0
Scaffold1748-82452_82554,cPa75,1,1,82502,82502,cPa75,1,102,0
Scaffold1748-82675_82864,cPa75_cPa75-cPa360-hybrid,0.5,2,82812,82725,cPa75_cPa75-cPa360-hybrid,1_1,189,87
Scaffold1748-82930_83032,cPa425-cPa511-hybrid,1,1,82980,82980,cPa425-cPa511-hybrid,1,102,0
Scaffold1749-17990_18137,cPa75,1,1,18085,18040,cPa75,2,147,45
Scaffold1749-18201_18303,cPa75,1,1,18251,18251,cPa75,1,102,0
Scaffold1749-20537_20639,cPa75,1,1,20587,20587,cPa75,1,102,0
Scaffold1749-20794_20924,cPa75-unknown,1,1,20872,20844,cPa75-unknown,2,130,28
Scaffold1749-20946_21141,cPa75,1,1,21089,20996,cPa75,2,195,93
Scaffold1749-31126_31326,cPa75,1,1,31274,31176,cPa75,2,200,98
Scaffold1749-31355_31463,cPa75,0.666666666666667,2,31411,31405,cPa447-cPa75-hybrid_cPa75,1_2,108,6
Scaffold1749-31562_31759,cPa75,0.8,2,31707,31612,cPa447-cPa75-hybrid_cPa75,1_4,197,95
Scaffold1749-31975_32077,cPa75,1,1,32025,32025,cPa75,1,102,0
Scaffold1749-41998_42118,cPa75,1,1,42066,42048,cPa75,2,120,18
Scaffold1749-42156_42697,cPa75,1,1,42682,42206,cPa75,33,541,476
Scaffold1749-49690_49850,cPa75,1,1,49798,49740,cPa75,2,160,58
Scaffold1749-49861_49963,cPa75,1,1,49911,49911,cPa75,1,102,0
Scaffold1749-50095_50197,cPa75,1,1,50145,50145,cPa75,1,102,0
Scaffold1749-50216_50388,cPa75,1,1,50336,50266,cPa75,3,172,70
Scaffold1749-50445_50616,cPa75,1,1,50607,50495,cPa75,4,171,112
Scaffold1749-50678_50780,cPa75,1,1,50728,50728,cPa75,1,102,0
Scaffold1749-52056_52158,cPa75,1,1,52106,52106,cPa75,1,102,0
Scaffold1749-52782_52884,cPa75,1,1,52832,52832,cPa75,1,102,0
Scaffold1749-52887_53122,cPa75,1,1,53070,52937,cPa75,8,235,133
Scaffold1749-53163_53297,cPa75,1,1,53245,53212,cPa75,7,134,33
Scaffold1749-61885_62045,cPa75,1,1,62021,61935,cPa75,6,160,86
